Parameter,Start,End,Freq Lower Bound (mHz),Freq Upper Bound (mHz),FHB,PG5,GHB,PG4,SKT,STF,PG3,ATU,PG2,GDH,UMQ,PG1,PG0,UPN,KUV,SVS,THL,Arctic Maximum,Arctic Mean,Arctic Standard Deviation,Arctic Coefficient of Variation,Arctic Maximum GEOLON,Arctic Maximum GEOLAT,Arctic Maximum AACGMLON,Arctic Maximum AACGMLAT,Antarctic Maximum,Antarctic Mean,Antarctic Standard Deviation,Antarctic Coefficient of Variation,Antarctic Maximum GEOLON,Antarctic Maximum GEOLAT,Antarctic Maximum AACGMLON,Antarctic Maximum AACGMLAT
Bx,2017-07-22 17:48:53,2017-07-22 19:18:53,2.5,3,49063.212044269225,Error,24109.55336237153,Error,13175.033526366935,25724.738371262574,Error,29300.365053024885,Error,28944.064162407158,Error,0.7227895377725754,Error,117454.92713381554,103786.47874262583,86756.07082860859,145771.52090160977,145771.52090160977,62408.5964126362,44626.224803404766,71.50653494647263,290.77,77.47,29.24,84.72,0.7227895377725754,0.7227895377725754,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:48:53,2017-07-22 19:18:53,2.5,3,10361.778269285693,Error,17806.16030786869,Error,16931.1626916059,20224.870171223927,Error,61857.59840400663,Error,68681.02664267865,Error,0.40320478408439164,Error,230127.36664582952,163024.03677968978,104145.83936419847,108402.24533947243,230127.36664582952,80156.20846158596,68953.78734179695,86.02426270554244,303.85,72.78,40.2,78.93,0.40320478408439164,0.40320478408439164,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:48:53,2017-07-22 19:18:53,2.5,3,16045.0014159512,Error,11880.46202096024,Error,12084.866259912336,13037.952725949277,Error,57854.7527367923,Error,34441.76513977148,Error,0.09571513747358994,Error,38432.37302683671,13816.472257619947,121378.3311443408,47313.654634661296,121378.3311443408,36628.56313627956,32358.513974471316,88.34229684107133,294.9,76.02,32.87,83.0,0.09571513747358994,0.09571513747358994,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 17:53:15,2017-07-22 19:23:15,2.5,3,27308.20355228088,Error,17938.522833078892,Error,11181.476684756592,16021.07867296147,Error,21993.61061567524,Error,19831.52201262459,Error,0.5971733650185174,Error,113837.56060035009,84986.72048537375,42731.24306211226,67109.64462856406,113837.56060035009,42293.958314777774,33090.54916047046,78.2394234991914,303.85,72.78,40.2,78.93,0.5971733650185174,0.5971733650185174,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:53:15,2017-07-22 19:23:15,2.5,3,8290.287594790288,Error,15670.576492654724,Error,10575.955477505262,11460.611349358824,Error,40226.526332338784,Error,45026.81360633175,Error,0.3807148411978386,Error,166377.72835527852,99726.87670560909,59220.06129817877,77361.44870626014,166377.72835527852,53393.68859183062,47762.98532219436,89.45436545378928,303.85,72.78,40.2,78.93,0.3807148411978386,0.3807148411978386,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:53:15,2017-07-22 19:23:15,2.5,3,12202.272077696987,Error,13871.772517991047,Error,8180.420416097737,12749.795680309764,Error,47675.535747161484,Error,18856.61835505578,Error,0.09845660926748792,Error,13659.467657235717,12672.194499857786,62847.05957202181,39123.88429612597,62847.05957202181,24183.902081955406,17827.822187751994,73.71772399398712,294.9,76.02,32.87,83.0,0.09845660926748792,0.09845660926748792,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:03:46,2017-07-22 19:33:46,2.5,3,5116.930828470526,Error,9051.666589776685,Error,12431.489672680296,16498.922702727657,Error,19216.885053862003,Error,13370.247142343094,Error,0.41686001802783784,Error,42180.13733357137,99524.57447926237,9047.635506237806,15562.473580372382,99524.57447926237,24200.096288930414,26897.644532235005,111.1468492153831,302.82,74.57,41.92,80.69,0.41686001802783784,0.41686001802783784,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:03:46,2017-07-22 19:33:46,2.5,3,4343.167564433136,Error,12430.608350524068,Error,9570.906532170371,9906.308284181861,Error,20957.20376449313,Error,17516.78621938092,Error,0.40147303502098985,Error,52569.9554050232,27815.27459448723,37889.74277475043,54840.49151702999,54840.49151702999,24784.044500647433,17167.04903157778,69.26653569851896,290.77,77.47,29.24,84.72,0.40147303502098985,0.40147303502098985,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:03:46,2017-07-22 19:33:46,2.5,3,10373.3667323597,Error,2225.038393371615,Error,9819.432919722743,7643.342581194826,Error,15735.083507023533,Error,4600.190454808819,Error,2.427602827572979,Error,18913.946345874952,14353.019597106522,22425.59852397847,23949.796641640052,23949.796641640052,13003.881569708125,6967.004338753898,53.57634412007548,290.77,77.47,29.24,84.72,2.427602827572979,2.427602827572979,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:07:43,2017-07-22 19:37:43,2.5,3,8349.003863660952,Error,10133.729072693732,Error,13260.104365091524,18144.893155047354,Error,16600.688335689323,Error,13240.180305096841,Error,0.3803346398676213,Error,21805.856870726166,88012.94516638035,18027.755519039158,25053.73153458687,88012.94516638035,23262.888818801224,22116.04497909776,95.07007126829158,302.82,74.57,41.92,80.69,0.3803346398676213,0.3803346398676213,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:07:43,2017-07-22 19:37:43,2.5,3,4376.118965904085,Error,9020.049841875745,Error,8475.424123136609,11254.18396131488,Error,24144.213044534627,Error,23932.403834868725,Error,0.3957044968831064,Error,61723.86381722288,36811.33728160353,55870.8961719815,62279.7359768117,62279.7359768117,29788.82270192543,21785.768413421247,73.13403631763232,290.77,77.47,29.24,84.72,0.3957044968831064,0.3957044968831064,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:07:43,2017-07-22 19:37:43,2.5,3,6231.342501058138,Error,4007.7731990144707,Error,10081.493630288467,7903.960355153802,Error,14881.820659702742,Error,5069.823460875387,Error,2.1478363960144446,Error,39919.143645820775,13573.301906568953,18057.55680240637,13746.892847552357,39919.143645820775,13347.310900844144,9886.81225888532,74.07343945408535,303.85,72.78,40.2,78.93,2.1478363960144446,2.1478363960144446,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:08:15,2017-07-22 19:38:15,2.5,3,9755.656972133114,Error,11466.794185101997,Error,14285.680201356916,19509.74776647803,Error,17171.226595881548,Error,14742.10350280517,Error,0.37088563338331254,Error,21677.966973485985,84002.72703449134,20210.336189024514,27669.981692434034,84002.72703449134,24049.222111319265,20592.180318108985,85.62514089974182,302.82,74.57,41.92,80.69,0.37088563338331254,0.37088563338331254,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:08:15,2017-07-22 19:38:15,2.5,3,4467.585676855227,Error,8243.201801569778,Error,8057.338853758568,11604.553116009462,Error,25185.45512337121,Error,26244.109225107128,Error,0.40419757421895625,Error,66571.73952401945,39676.21165178312,60552.58807442611,65254.31015989189,66571.73952401945,31585.70932067919,23589.670063991558,74.68462976244571,303.85,72.78,40.2,78.93,0.40419757421895625,0.40419757421895625,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:08:15,2017-07-22 19:38:15,2.5,3,5363.818404794876,Error,3840.2311405666237,Error,10117.707901174328,8438.670463255086,Error,16614.200032490917,Error,5587.191334919024,Error,2.7772473444840986,Error,45904.750567505274,13093.060116891356,17341.060411600047,11290.800755508106,45904.750567505274,13759.149112870564,11567.508408783597,84.07139361519917,303.85,72.78,40.2,78.93,2.7772473444840986,2.7772473444840986,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:13:30,2017-07-22 19:43:30,2.5,3,17409.00691551745,Error,22563.541652269378,Error,23264.93210222609,30487.277662037384,Error,26396.21299933631,Error,27046.586937678778,Error,0.2810877345968259,Error,44424.39865182203,61341.878309975065,26993.798308052115,39671.22043045706,61341.878309975065,31959.885396937163,12392.245099985972,38.774372767849684,302.82,74.57,41.92,80.69,0.2810877345968259,0.2810877345968259,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:13:30,2017-07-22 19:43:30,2.5,3,5082.489564450372,Error,6751.865876525005,Error,6717.027136895511,13302.221859931487,Error,30581.570840154836,Error,38803.66272071081,Error,0.4168746193860129,Error,96395.6266935201,50300.59076028442,75725.05301081046,76636.78394462416,96395.6266935201,40029.68924079071,31844.04189914095,79.55105948384808,303.85,72.78,40.2,78.93,0.4168746193860129,0.4168746193860129,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:13:30,2017-07-22 19:43:30,2.5,3,4382.97889210728,Error,3301.869875561426,Error,10857.208237999332,13234.207975142363,Error,30249.99667966164,Error,10363.201195142326,Error,1.8632227731340867,Error,67909.21616889354,9955.605115096809,15758.225476270723,4634.065050810361,67909.21616889354,17064.65746666858,18477.394071180726,108.27872816827156,303.85,72.78,40.2,78.93,1.8632227731340867,1.8632227731340867,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:18:17,2017-07-22 19:48:17,2.5,3,20104.3618635973,Error,30246.153965991896,Error,28553.66806766774,36731.45065823515,Error,31233.19886493197,Error,29446.328193560497,Error,0.2843404946209549,Error,70835.906871995,32038.20327311795,26283.268363641793,47637.06364325994,70835.906871995,35310.96037659992,13644.627335584568,38.64133739230347,303.85,72.78,40.2,78.93,0.2843404946209549,0.2843404946209549,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:18:17,2017-07-22 19:48:17,2.5,3,5548.364795163003,Error,8145.5450444762655,Error,6177.577673608191,12634.998606151166,Error,30545.42841109726,Error,43540.96808171753,Error,0.41415508971658077,Error,115286.54955809136,55383.5750234426,76791.52781028578,74141.08047642809,115286.54955809136,42819.56154804613,35412.989068055016,82.7028297062769,303.85,72.78,40.2,78.93,0.41415508971658077,0.41415508971658077,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:18:17,2017-07-22 19:48:17,2.5,3,7289.45809672436,Error,3000.2709578107233,Error,11072.83602590239,17357.23856827344,Error,36683.29533782679,Error,15489.41309206514,Error,0.09192434725260079,Error,64307.69953992177,7825.965606302953,13895.899087926005,8432.628665160964,64307.69953992177,18535.470497791455,17598.01084789063,94.94234770025112,303.85,72.78,40.2,78.93,0.09192434725260079,0.09192434725260079,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:20:05,2017-07-22 19:50:05,2.5,3,19432.298100456406,Error,31116.41207506133,Error,28700.680096816162,37800.70406225121,Error,31420.21527315967,Error,27662.860372034644,Error,0.2560279235487187,Error,75841.00622859091,22848.053625933484,23895.87765527493,47716.875311872354,75841.00622859091,34643.49828014511,15719.467405498337,45.374942444849694,303.85,72.78,40.2,78.93,0.2560279235487187,0.2560279235487187,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:20:05,2017-07-22 19:50:05,2.5,3,5560.1943292695305,Error,8608.148084132794,Error,5910.297594668038,11690.189768059134,Error,28856.822320269952,Error,42868.33313044209,Error,0.40007855510287427,Error,116208.49038717445,57349.80848631481,75270.19817603972,70562.5916125043,116208.49038717445,42288.50738888748,35358.07627248831,83.61154946267897,303.85,72.78,40.2,78.93,0.40007855510287427,0.40007855510287427,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:20:05,2017-07-22 19:50:05,2.5,3,8518.638151408282,Error,3053.703113073835,Error,10739.665300641882,18270.664206364647,Error,35482.347922314584,Error,15227.268860685923,Error,0.09490522035413572,Error,57919.9334374708,7802.006651929474,13467.440427828704,10814.090238552522,57919.9334374708,18129.575831027065,15649.306404558743,86.31920873612732,303.85,72.78,40.2,78.93,0.09490522035413572,0.09490522035413572,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:21:39,2017-07-22 19:51:39,2.5,3,19000.114907709736,Error,31504.920169106605,Error,28824.68646285619,38794.45925900089,Error,32047.722627161835,Error,26979.505528879075,Error,0.2543822270123122,Error,77215.40407897891,20010.316765675852,22335.226487725788,46774.071242759885,77215.40407897891,34348.642752985485,16417.67986568067,47.79717202728103,303.85,72.78,40.2,78.93,0.2543822270123122,0.2543822270123122,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:21:39,2017-07-22 19:51:39,2.5,3,5525.988644470874,Error,8745.358297910865,Error,5781.808627555977,11235.45604142687,Error,27943.82348237733,Error,42352.39934872897,Error,0.3905187373201984,Error,114798.48153854124,58347.69715854878,74247.47596498358,68554.4500205596,114798.48153854124,41753.29391251041,34933.41599920998,83.66625175108159,303.85,72.78,40.2,78.93,0.3905187373201984,0.3905187373201984,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:21:39,2017-07-22 19:51:39,2.5,3,9130.065383091898,Error,3152.9966012289788,Error,10620.345346512204,18421.67861635586,Error,34345.28912916202,Error,14475.093683663392,Error,0.097519323484885,Error,54513.82663595506,7943.590726553446,13667.110798401802,11981.071152222052,54513.82663595506,17825.106807314674,14568.549231277413,81.73050175104193,303.85,72.78,40.2,78.93,0.097519323484885,0.097519323484885,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:26:43,2017-07-22 19:56:43,2.5,3,18634.57779739901,Error,37728.26626942771,Error,35214.42490722283,55079.40143185689,Error,48142.029898491775,Error,27926.30353292138,Error,0.2668347948740589,Error,74262.80626239598,27298.781061485206,15038.624842591857,35100.12344962212,74262.80626239598,37442.53394534148,16855.065953729965,45.01582606117137,303.85,72.78,40.2,78.93,0.2668347948740589,0.2668347948740589,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:26:43,2017-07-22 19:56:43,2.5,3,5090.136764593182,Error,8573.126453979026,Error,5288.100217308398,9854.578917010122,Error,24491.56936080411,Error,41062.61546201991,Error,0.3987719560136355,Error,92336.04893346074,60521.200962373456,64186.78844544865,55537.385716225006,92336.04893346074,36694.155123322256,29049.882266395613,79.16760085840467,303.85,72.78,40.2,78.93,0.3987719560136355,0.3987719560136355,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:26:43,2017-07-22 19:56:43,2.5,3,12588.60365371325,Error,4329.955344701435,Error,12284.754856350091,17757.221819939958,Error,25847.148291467154,Error,6421.857343201158,Error,0.09126215679853215,Error,38991.57283211344,8857.67874760861,19958.0949957489,19454.35760554246,38991.57283211344,16649.124549038643,9779.755816714323,58.740360719321,303.85,72.78,40.2,78.93,0.09126215679853215,0.09126215679853215,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:27:05,2017-07-22 19:57:05,2.5,3,19238.14244311001,Error,40251.95359749762,Error,38049.165733998234,60875.5590176787,Error,54284.26462112353,Error,28714.17527853455,Error,0.24815043831178915,Error,71678.56613035697,32038.447468432783,14739.241150477217,32662.86441200506,71678.56613035697,39253.237985321466,17191.287956068907,43.79584675918327,303.85,72.78,40.2,78.93,0.24815043831178915,0.24815043831178915,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:27:05,2017-07-22 19:57:05,2.5,3,5011.69594249003,Error,8416.128049786834,Error,5202.52168867974,9753.576460201724,Error,24216.904519612166,Error,41322.85680925318,Error,0.397139138377716,Error,86098.22379962883,60444.687166716176,61509.658404667265,52674.0311966925,86098.22379962883,35465.02840377284,27493.558051923028,77.5230115112447,303.85,72.78,40.2,78.93,0.397139138377716,0.397139138377716,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:27:05,2017-07-22 19:57:05,2.5,3,13411.75754689431,Error,4660.374530338134,Error,13280.15289069495,17630.57802527074,Error,24361.762358278174,Error,4323.805968352604,Error,0.09366865980395152,Error,36407.88057369994,8958.39201450017,22109.730448007205,21582.46499133544,36407.88057369994,16672.689934737165,9389.507288241643,56.31669109781032,303.85,72.78,40.2,78.93,0.09366865980395152,0.09366865980395152,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 18:29:13,2017-07-22 19:59:13,2.5,3,21182.64238155607,Error,46285.691420793926,Error,44870.789850067005,73956.51388166672,Error,68378.68523520356,Error,30102.927997534214,Error,0.2645075393280316,Error,64604.140235317216,42363.31218455786,16607.665387866073,29610.546883252515,73956.51388166672,43796.291545781525,18962.19086472919,43.296339017442754,309.28,67.02,40.87,72.64,0.2645075393280316,0.2645075393280316,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 18:29:13,2017-07-22 19:59:13,2.5,3,4920.939857240836,Error,8044.973823875609,Error,5027.63606225422,9655.15619773346,Error,24095.789939143946,Error,42121.852516961924,Error,0.39616299932046467,Error,73888.46360163856,60415.32001329286,56671.67602044867,47516.18054948919,73888.46360163856,33235.79885820793,24688.242011126727,74.28207793786702,303.85,72.78,40.2,78.93,0.39616299932046467,0.39616299932046467,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 18:29:13,2017-07-22 19:59:13,2.5,3,15132.85478888156,Error,5360.644136671473,Error,15832.241792194793,22183.288148052146,Error,22229.844475147635,Error,5927.119370270359,Error,0.09111409496933323,Error,32025.76266794977,9180.264920386264,26600.89175314973,26170.456623342307,32025.76266794977,18064.3368676046,8769.372828272746,48.54522417592403,303.85,72.78,40.2,78.93,0.09111409496933323,0.09111409496933323,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-25 00:52:28,2017-07-25 02:22:28,2.5,3,579338.2420214713,Error,608125.5845551457,Error,82795.05215095452,173508.84373471595,Error,27454.500138587187,Error,5962.64289229795,Error,0.17852228333110765,Error,13866.668672042357,12764.818287151576,14545.616175803418,11935.052537260108,608125.5845551457,153029.70211654302,225771.45870951246,147.53440383591118,308.27,64.17,37.85,69.98,0.17852228333110765,0.17852228333110765,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-25 00:52:28,2017-07-25 02:22:28,2.5,3,108587.68684675709,Error,113765.15317006443,Error,32556.30920485143,163589.17088152104,Error,89662.01351337782,Error,52391.79430559509,Error,0.1817613886109198,Error,28385.372304057728,33452.99534466138,44070.44056481477,48820.20553758354,163589.17088152104,71528.11416732843,42926.72824995039,60.01378443940276,309.28,67.02,40.87,72.64,0.1817613886109198,0.1817613886109198,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-25 00:52:28,2017-07-25 02:22:28,2.5,3,706006.9935339284,Error,289299.763602505,Error,624374.7611471246,67437.04016621807,Error,193382.31192060746,Error,113770.03972364921,Error,0.055389046526703054,Error,4094.578583452145,10109.325976277238,17633.446682177913,3787.0201669838934,706006.9935339284,202989.52815029238,248046.14973992162,122.19652511151686,310.32,62.0,39.05,67.41,0.055389046526703054,0.055389046526703054,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-25 01:38:30,2017-07-25 03:08:30,2.5,3,82736.36021042382,Error,312494.62434040837,Error,77001.52416544838,28762.617643804548,Error,27114.577921179945,Error,6370.406307357558,Error,1.4457768190523665,Error,7387.94772823292,5802.796292032872,4797.89316955654,6022.791380750171,312494.62434040837,55849.1539159195,89992.64910674431,161.13520581211955,308.27,64.17,37.85,69.98,1.4457768190523665,1.4457768190523665,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-25 01:38:30,2017-07-25 03:08:30,2.5,3,53543.07290947622,Error,2527.4282345168663,Error,69278.1163349541,87547.3140038371,Error,72734.42243630442,Error,41386.89558576197,Error,1.5121145664483453,Error,12769.768554017885,14762.677949238472,18971.75107849141,13403.541593527314,87547.3140038371,38692.498868012575,28792.187663537796,74.4128410050573,309.28,67.02,40.87,72.64,1.5121145664483453,1.5121145664483453,0.0,0.0,77.2,-85.5,33.68,-76.55
