Parameter,Start,End,Freq Lower Bound (mHz),Freq Upper Bound (mHz),FHB,PG5,GHB,PG4,SKT,STF,PG3,ATU,PG2,GDH,UMQ,PG1,PG0,UPN,KUV,SVS,THL,Arctic Maximum,Arctic Mean,Arctic Standard Deviation,Arctic Coefficient of Variation,Arctic Maximum GEOLON,Arctic Maximum GEOLAT,Arctic Maximum AACGMLON,Arctic Maximum AACGMLAT,Antarctic Maximum,Antarctic Mean,Antarctic Standard Deviation,Antarctic Coefficient of Variation,Antarctic Maximum GEOLON,Antarctic Maximum GEOLAT,Antarctic Maximum AACGMLON,Antarctic Maximum AACGMLAT
Bz,2016-06-25 01:53:49,2016-06-25 03:23:49,2.5,3,700643.1143917504,90.07015870624369,0.0,43.02530502060943,142180.22457196654,573576.2437825132,13.569114404549522,760175.041717469,Error,437759.8770607289,180049.76252944313,1.2069370268904158,Error,17494.5083738892,14780.639209322499,9002.496695862523,3059.6223598255633,760175.041717469,258065.59369934283,287633.2880953453,111.45743373696304,306.43,67.93,38.19,73.99,90.07015870624369,36.96787878957326,34.21582848402444,92.55556338189187,5.71,-81.96,37.17,-69.46
Bx,2016-06-25 01:54:39,2016-06-25 03:24:39,2.5,3,775295.8041699465,60.40812835828566,457697.043377332,150.42583651386641,619082.8628748233,1509735.7870985349,11.612826710264619,545626.5616171886,Error,46069.77102917562,27517.243437650504,1.06163626753891,Error,25039.33761654061,42439.42900283961,39586.969481320506,40021.309179441705,1509735.7870985349,375282.9198986176,450263.64094444585,119.97978513546106,309.28,67.02,40.87,72.64,150.42583651386641,55.8771069624889,59.00011599231197,105.58906715037983,12.25,-83.34,36.39,-70.83
By,2016-06-25 01:54:39,2016-06-25 03:24:39,2.5,3,454381.47179667716,666.0196670313186,110907.0881087863,61.884372727505436,254501.8693698135,298057.2090568379,17.783264666114615,77964.25418836041,Error,82130.04809133879,54353.58581712828,1.7113300844488042,Error,37014.4903122582,21430.241334003695,13674.54912925536,16660.592137895095,454381.47179667716,129188.67266748681,137132.09930895918,106.14870210944703,310.32,62.0,39.05,67.41,666.0196670313186,186.84965862734688,277.52471326739715,148.52834910493075,5.71,-81.96,37.17,-69.46
Bz,2016-06-25 01:54:39,2016-06-25 03:24:39,2.5,3,712602.7692826316,84.00027413645999,0.0,37.294297147609186,146370.19108544374,567851.9435713516,14.431599255646669,802536.0468821486,Error,462640.2406645478,192176.0492829948,1.4284357122551499,Error,19670.731040219634,15301.032774556897,9114.485838581364,3208.1452810391957,802536.0468821486,266497.4214275923,296371.8940789796,111.21004191761168,306.43,67.93,38.19,73.99,84.00027413645999,34.28865156299275,31.44191325428896,91.69772452709621,5.71,-81.96,37.17,-69.46
Bx,2016-06-25 02:23:12,2016-06-25 03:53:12,2.5,3,83554.78361182094,15.080498223375008,464060.77785649,24.66142297079511,350312.0728149556,469773.4881918719,8.931276155029535,253615.5091329889,Error,42335.66127060691,45218.92701783427,0.818846310547781,Error,10649.724541009153,2719.9170177633405,2952.2032536376246,3603.744738693948,469773.4881918719,157163.34631342476,181492.89928973035,115.48042437820465,309.28,67.02,40.87,72.64,24.66142297079511,12.37301091493686,8.713205728128823,70.42106232695656,12.25,-83.34,36.39,-70.83
By,2016-06-25 02:23:12,2016-06-25 03:53:12,2.5,3,240647.4826414982,18.062322358392045,59012.178037379126,8.111707109791487,261966.00751887026,172606.00477795524,15.622978815490812,90808.90674212461,Error,66594.88550479223,34672.2595571636,1.4481589004285156,Error,29624.80002159161,18514.561000587804,26491.890449303333,24401.68834517841,261966.00751887026,93212.78769058586,85620.0861419847,91.8544421460662,307.1,65.42,37.22,71.43,18.062322358392045,10.811291796025715,6.532338618144811,60.42144399937601,5.71,-81.96,37.17,-69.46
Bz,2016-06-25 02:23:12,2016-06-25 03:53:12,2.5,3,279522.12417112046,10.660669815060576,0.0,25.598876481559568,285767.2301598208,462452.8606811788,11.991284623307378,269074.8207629821,Error,120457.03326199362,43366.23068087671,0.8020104518939372,Error,5618.289461965263,11167.27066228261,15175.886947508356,1203.6569371237501,462452.8606811788,135800.49124789567,153734.86144872854,113.20641040104542,309.28,67.02,40.87,72.64,25.598876481559568,12.263210342955364,8.8295126428888,72.00000975242945,12.25,-83.34,36.39,-70.83
Bx,2016-06-29 15:38:52,2016-06-29 17:08:52,2.5,3,1059.848894600495,0.029374145626301897,2155.6334058763105,0.1806800098006111,3013.871803623242,3252.9402719279838,Error,5973.8276457226875,Error,3676.309913465808,6368.724178614539,0.03624997623725688,Error,24104.322708257685,20426.444659358887,40008.359165236325,38152.22326979299,40008.359165236325,13472.045992406995,14055.928223405424,104.33402789247835,294.9,76.02,32.87,83.0,0.1806800098006111,0.08210137722138995,0.06976211657023912,84.97070199215115,12.25,-83.34,36.39,-70.83
By,2016-06-29 15:38:52,2016-06-29 17:08:52,2.5,3,352.10661839613147,0.027030535015552706,940.6473976440097,0.0867290304218453,1510.5225286845862,2887.549177980929,Error,7595.322223579777,Error,12429.357571953817,20542.29764997438,0.034520736892790435,Error,85113.53362725461,55301.76122545927,20775.037042622796,8292.370264828682,85113.53362725461,19612.773211670818,25615.135127399135,130.60435080214225,303.85,72.78,40.2,78.93,0.0867290304218453,0.04942676744339614,0.026553341265278054,53.722593320890574,12.25,-83.34,36.39,-70.83
Bz,2016-06-29 15:38:52,2016-06-29 17:08:52,2.5,3,350.469065775809,0.3237350865853739,0.0,0.04262388560001068,3145.413111992307,1703.88753602764,Error,12591.414609722282,Error,11239.09642013357,4220.227634195902,0.05781390532202059,Error,38340.59209509324,10831.99625166675,14898.563702986237,11606.618294891654,38340.59209509324,9902.570792953218,10361.357223732617,104.63300329148746,303.85,72.78,40.2,78.93,0.3237350865853739,0.14139095916913505,0.12908581067693156,91.29707545340024,5.71,-81.96,37.17,-69.46
Bx,2016-07-03 03:56:11,2016-07-03 05:26:11,2.5,3,32520.51895750782,1.1046487097965025,52195.17975513726,1.618656788965947,61859.38448735938,53884.04075836288,Error,48050.43192094647,Error,16822.188260914154,15260.35741763468,0.1125306768921624,Error,18046.31361595879,21232.167039618926,15569.308029966585,13813.070926170965,61859.38448735938,31750.269197234356,17729.035950131456,55.8390098679093,307.1,65.42,37.22,71.43,1.618656788965947,0.9452787252182039,0.6251149549514813,66.13022574978429,12.25,-83.34,36.39,-70.83
By,2016-07-03 03:56:11,2016-07-03 05:26:11,2.5,3,58711.14093518325,0.30075525196081093,23697.908029148766,1.0957938482617087,16374.161770500259,40818.96940901241,Error,51782.23645662125,Error,35876.102733955326,37906.82910856128,0.13610936480616453,Error,38306.69745506974,22817.619473029565,31926.181165206686,51598.70884036892,58711.14093518325,37256.05048878704,12612.840329403192,33.854475082374286,310.32,62.0,39.05,67.41,1.0957938482617087,0.5108861550095614,0.419018555085091,82.01798991347671,12.25,-83.34,36.39,-70.83
Bz,2016-07-03 03:56:11,2016-07-03 05:26:11,2.5,3,61913.81637098905,1.4242972845704485,0.0,7.329574346266567,17301.984962555707,32127.530709490587,Error,65032.69633836277,Error,23628.12482743161,16660.603254504,0.0763923894278396,Error,7879.927651693334,12257.713990787117,13482.224807564982,5055.441021796163,65032.69633836277,23212.733085015938,20720.005877458385,89.26137995716397,306.43,67.93,38.19,73.99,7.329574346266567,2.943421340088285,3.149916987984756,107.01549741058403,12.25,-83.34,36.39,-70.83
Bx,2016-07-03 03:58:26,2016-07-03 05:28:26,2.5,3,28406.707460202735,1.049458587181241,52830.43886225595,2.0687320213347133,61008.988551986884,50264.46579841616,Error,41596.788649146576,Error,15979.006764251153,13961.476299870654,0.1000602953181461,Error,14618.06846227051,17695.942995728994,12724.30799982666,12037.619295949755,61008.988551986884,29193.07373999146,17802.475126689405,60.981845506394464,307.1,65.42,37.22,71.43,2.0687320213347133,1.0727503012780335,0.8038755994818425,74.93594721195939,12.25,-83.34,36.39,-70.83
By,2016-07-03 03:58:26,2016-07-03 05:28:26,2.5,3,59282.21011955564,0.2697801003255597,21426.21905935438,1.6147496179608012,13292.643744168008,35964.37678004183,Error,46523.53852209701,Error,33303.696468916285,35831.12773853677,0.13863410635067583,Error,35240.39070308287,18639.60911123514,22889.852810279,39467.60462641212,59282.21011955564,32896.47906215264,12677.952532739424,38.538934543075136,310.32,62.0,39.05,67.41,1.6147496179608012,0.6743879415456789,0.667088139996812,98.91756641850151,12.25,-83.34,36.39,-70.83
Bz,2016-07-03 03:58:26,2016-07-03 05:28:26,2.5,3,59105.95658620846,1.3751747673384296,0.0,10.196353043098588,13322.203830034965,30649.555032661752,Error,62188.05421543649,Error,24014.164610956206,16988.754299802924,0.06824010131385921,Error,7008.43169964441,11182.091330582338,11576.605111297837,3368.6837678459156,62188.05421543649,21764.0454985883,20118.185036558036,92.43770896299118,306.43,67.93,38.19,73.99,10.196353043098588,3.8799226372502926,4.49814697842403,115.93393474494312,12.25,-83.34,36.39,-70.83
Bx,2016-07-03 04:05:26,2016-07-03 05:35:26,2.5,3,22895.937846511915,1.0617241754350877,49666.06257632462,2.6116598185344677,45865.21892946681,30602.707866709094,Error,22154.238838128847,Error,12958.839856824505,10331.579033410155,0.10138293642385811,Error,4231.763859294353,13317.90268855371,6507.058663081527,8039.910484742843,49666.06257632462,20597.38369482258,14869.282237448675,72.1901502528511,308.27,64.17,37.85,69.98,2.6116598185344677,1.2582556434644712,1.0341956519147555,82.19280853509302,12.25,-83.34,36.39,-70.83
By,2016-07-03 04:05:26,2016-07-03 05:35:26,2.5,3,56482.81956010675,0.26809214567723016,13887.592807587836,2.143782365098047,7796.010851972232,22549.623777281908,Error,33462.799613132025,Error,27605.77471358644,32154.270277926145,0.10409388514702414,Error,28998.394475256006,11451.713667650429,2696.7190189063585,8049.690989068733,56482.81956010675,22285.037250224985,14922.341452312912,66.96125873499386,310.32,62.0,39.05,67.41,2.143782365098047,0.8386561319741005,0.9252890433644543,110.329968158276,12.25,-83.34,36.39,-70.83
Bz,2016-07-03 04:05:26,2016-07-03 05:35:26,2.5,3,54323.75028754839,1.3251094698401593,0.0,13.150737063858841,4202.494422307929,22269.24562708444,Error,62841.975546436806,Error,30830.738694625732,22277.894851853227,0.054596417007699995,Error,6749.408579894087,9930.054031775633,4324.898718193167,480.7333790875105,62841.975546436806,19839.199467164264,20657.746061636924,104.12590536139037,306.43,67.93,38.19,73.99,13.150737063858841,4.8434809835689,5.896972587240002,121.7507120858941,12.25,-83.34,36.39,-70.83
Bx,2016-07-03 04:16:29,2016-07-03 05:46:29,2.5,3,6905.459318368124,1.1539073008719867,11360.45405243759,1.366188790674532,21629.939327611097,23487.562445259435,Error,21812.613828116922,Error,7136.634250464961,3342.944227330786,0.09992330072945123,Error,575.9885249835862,23924.68563951603,16124.588984822973,16847.902835455883,23924.68563951603,13922.615766760671,8082.006468318852,58.04948296866822,302.82,74.57,41.92,80.69,1.366188790674532,0.8733397974253232,0.5537121187941041,63.40168173103899,12.25,-83.34,36.39,-70.83
By,2016-07-03 04:16:29,2016-07-03 05:46:29,2.5,3,32480.69028397093,0.34271971498130926,4031.073296174185,2.5504769638659432,4965.814967193346,11144.497622851586,Error,20444.80929826898,Error,17633.57341768382,18889.951112589384,0.07769280161510762,Error,19267.489002134884,12980.067252825711,17283.08570859817,18559.436125522072,32480.69028397093,16152.771644346642,7499.763511767428,46.43019586296383,310.32,62.0,39.05,67.41,2.5504769638659432,0.9902964934874534,1.1085071466661633,111.93689505679419,12.25,-83.34,36.39,-70.83
Bz,2016-07-03 04:16:29,2016-07-03 05:46:29,2.5,3,29780.046471618276,1.1473404846005,0.0,15.775064608499392,88.56323659540455,11789.948685711232,Error,35111.82836066277,Error,17925.34668855565,14626.62909528061,0.049288000966200445,Error,9914.570186792022,6140.911027820439,4080.5879607115444,6570.138025742008,35111.82836066277,12366.233612680906,10902.981474475171,88.16735811374897,306.43,67.93,38.19,73.99,15.775064608499392,5.657231031355363,7.168419027711815,126.71250277707679,12.25,-83.34,36.39,-70.83
Bx,2016-07-08 20:59:34,2016-07-08 22:29:34,2.5,3,6360.210488918465,0.827100415153727,12726.734208478483,Error,13125.08843282655,25074.079819308656,Error,10406.265090334893,Error,15617.382557554592,10744.7682186605,1.1316567645694122,Error,16447.008257495225,18341.32749406509,9825.166645029796,13559.165030777878,25074.079819308656,13838.83602213183,4783.385309992806,34.56493958265675,309.28,67.02,40.87,72.64,1.1316567645694122,0.9793785898615697,0.1522781747078426,15.548448402304402,77.2,-85.5,33.68,-76.55
By,2016-07-08 20:59:34,2016-07-08 22:29:34,2.5,3,1765.5334032528895,0.4295283603370358,3035.533746753754,Error,2657.7645903661096,6651.361313856891,Error,8363.805577715644,Error,9256.654897307499,5092.298608466552,0.0843843895196239,Error,15630.825746382914,26124.14225997976,57876.061100271494,37364.7546309942,57876.061100271494,15801.703261395247,16978.947059910162,107.45010698556155,294.9,76.02,32.87,83.0,0.4295283603370358,0.25695637492832984,0.17257198540870594,67.16003269303579,5.71,-81.96,37.17,-69.46
Bz,2016-07-08 20:59:34,2016-07-08 22:29:34,2.5,3,15065.922112757784,0.15082777436348013,0.0,Error,873.138007120735,11827.599545663963,Error,39246.2640045982,Error,32691.951936439655,23427.095455733484,0.062388891270876885,Error,14686.335280999729,1741.7369744624284,17225.17423619107,3061.383509181053,39246.2640045982,14531.509187558917,12531.729502301074,86.23832074530878,306.43,67.93,38.19,73.99,0.15082777436348013,0.1066083328171785,0.04421944154630163,41.47841015592381,5.71,-81.96,37.17,-69.46
Bx,2017-07-21 13:59:00,2017-07-21 15:29:00,2.5,3,34944.41611592261,Error,55925.040383922875,Error,70411.48508276638,114940.69452782767,Error,89572.90119869365,Error,136698.62705789186,Error,1.0440212608981485,Error,3702218.607819952,773594.5875207373,171441.26769712789,29710.623128317904,3702218.607819952,517945.8250533161,1081743.7284561784,208.85267843308256,303.85,72.78,40.2,78.93,1.0440212608981485,1.0440212608981485,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-21 13:59:00,2017-07-21 15:29:00,2.5,3,59403.47192077453,Error,114398.82904345077,Error,168454.14243793892,204023.0409560892,Error,280422.80092162825,Error,209584.94259095943,Error,0.6488569394259898,Error,906935.1984656234,525221.7630569942,475423.4157354875,291810.26584462443,906935.1984656234,323567.7870973571,239121.25396156093,73.90143997542395,303.85,72.78,40.2,78.93,0.6488569394259898,0.6488569394259898,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-21 13:59:00,2017-07-21 15:29:00,2.5,3,85946.87974603847,Error,28829.2612876935,Error,44966.122801777325,47234.99639023511,Error,479289.9241178236,Error,560806.3982710751,Error,10.698557887826135,Error,1163894.7915465308,598149.2117001176,455234.30959524686,95029.41453625257,1163894.7915465308,355938.1309992791,349066.8471431665,98.06952859003283,303.85,72.78,40.2,78.93,10.698557887826135,10.698557887826135,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-21 14:13:08,2017-07-21 15:43:08,2.5,3,45285.52849194742,Error,57467.81582738052,Error,70175.94355944135,160755.68745960188,Error,220142.42317792197,Error,1016057.756066169,Error,0.997404071753678,Error,2296130.426590534,2080953.8916212532,339686.73360222764,128266.22717137888,2296130.426590534,641492.2433567856,820747.0248081366,127.94340591140288,303.85,72.78,40.2,78.93,0.997404071753678,0.997404071753678,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-21 14:13:08,2017-07-21 15:43:08,2.5,3,55111.85009898623,Error,103265.7462269725,Error,148716.09161539213,184088.43265369206,Error,206179.0435405087,Error,94436.29776871379,Error,0.58560092317782,Error,659041.5001530072,479112.7066719956,849254.8300257693,439278.4788925156,849254.8300257693,321848.49776475533,257556.5272834981,80.02415082631538,294.9,76.02,32.87,83.0,0.58560092317782,0.58560092317782,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-21 14:13:08,2017-07-21 15:43:08,2.5,3,84334.37754336593,Error,13539.59462443697,Error,11657.224832705222,99185.74171946003,Error,205974.95959862683,Error,391368.1226152768,Error,0.49129972527811827,Error,1514123.4391270503,434288.0405826281,317424.21086325194,81809.26175543139,1514123.4391270503,315370.4973262234,425077.0837990188,134.78657242922552,303.85,72.78,40.2,78.93,0.49129972527811827,0.49129972527811827,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 16:30:11,2017-07-22 18:00:11,2.5,3,76966.90415872613,Error,103310.53621144257,Error,79731.27593063615,55207.944770091184,Error,38662.424166263285,Error,126003.59310734682,Error,0.7204675886216222,Error,1191242.473582868,1535878.4708142595,763848.454137438,185451.04190230483,1535878.4708142595,415630.3118781376,520742.34987793304,125.28979119083456,302.82,74.57,41.92,80.69,0.7204675886216222,0.7204675886216222,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 16:30:11,2017-07-22 18:00:11,2.5,3,42730.524794520614,Error,55535.55146430136,Error,93138.05380269993,164815.94851558376,Error,338455.9514552377,Error,326419.30871886853,Error,0.3773517281034237,Error,1187936.0181928747,1193907.4927626906,795046.437335269,365418.29274395446,1193907.4927626906,456340.3579786001,422092.68092952727,92.49514612278082,302.82,74.57,41.92,80.69,0.3773517281034237,0.3773517281034237,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 16:30:11,2017-07-22 18:00:11,2.5,3,33374.96558209363,Error,48860.75593624161,Error,146029.5576697881,15114.284594347819,Error,699470.7623737229,Error,595378.013361213,Error,0.29482359608131725,Error,1915383.3666353459,1013861.889703599,296404.66717617353,75722.59485638702,1915383.3666353459,483960.0857888913,575917.8783146361,119.00111088207753,303.85,72.78,40.2,78.93,0.29482359608131725,0.29482359608131725,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 16:41:55,2017-07-22 18:11:55,2.5,3,50859.28125663039,Error,92451.26951268016,Error,76620.48360097416,45321.28312830784,Error,46921.20961175555,Error,203290.9595810745,Error,0.8032347065985957,Error,564916.4020644571,926936.7165358783,999612.9793407175,340073.6699234882,999612.9793407175,334700.4254555964,351505.6349930631,105.0209704736979,294.9,76.02,32.87,83.0,0.8032347065985957,0.8032347065985957,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 16:41:55,2017-07-22 18:11:55,2.5,3,28489.48983021404,Error,29062.771097100846,Error,60381.99060347883,157893.06938287558,Error,341296.97884249577,Error,424041.51344099164,Error,0.37605824780444697,Error,918869.9430960716,610787.7610485572,320086.6596315088,72686.8718982462,918869.9430960716,296359.70488715405,278093.34769387066,93.83642347726095,303.85,72.78,40.2,78.93,0.37605824780444697,0.37605824780444697,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 16:41:55,2017-07-22 18:11:55,2.5,3,26066.418172062593,Error,21520.151632577465,Error,98768.10307917715,10775.197446348595,Error,726708.5681450096,Error,608038.0578571509,Error,0.31242105465700565,Error,1492306.6505305215,1099653.7408510353,187361.6439185538,86352.0799465786,1492306.6505305215,435755.0611579015,498877.06542068464,114.48566176031403,303.85,72.78,40.2,78.93,0.31242105465700565,0.31242105465700565,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 16:57:45,2017-07-22 18:27:45,2.5,3,9851.13943012413,Error,47487.88614338096,Error,35376.60873649799,11929.374292842509,Error,42103.716168743995,Error,95195.49302854174,Error,0.7507405477239174,Error,543554.4186320489,228791.7214383778,285094.31552029605,152350.41213229293,543554.4186320489,145173.5085523147,160035.57800734634,110.2374528267848,303.85,72.78,40.2,78.93,0.7507405477239174,0.7507405477239174,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 16:57:45,2017-07-22 18:27:45,2.5,3,17767.238232999003,Error,14645.53470280393,Error,34136.14687536254,73359.67717855719,Error,172138.19915215214,Error,174602.6205646601,Error,0.37427746399038764,Error,298785.70955326845,131828.07693654337,97337.11218158557,117376.4021317487,298785.70955326845,113197.67175096809,83042.67957181591,73.36076642504418,303.85,72.78,40.2,78.93,0.37427746399038764,0.37427746399038764,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 16:57:45,2017-07-22 18:27:45,2.5,3,5560.167604859124,Error,12045.502314220445,Error,76343.38409597041,27885.97023620416,Error,327586.5194565328,Error,267726.3317876366,Error,0.36283197683421375,Error,291794.8685630134,206382.6377546702,239296.34717352496,138555.87342588537,327586.5194565328,159317.76024125173,116683.02735099841,73.2391838639381,306.43,67.93,38.19,73.99,0.36283197683421375,0.36283197683421375,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 17:02:15,2017-07-22 18:32:15,2.5,3,29722.71291462504,Error,35698.90419852412,Error,29462.153117757414,10730.502252351238,Error,36459.73851147962,Error,62294.28768779913,Error,0.7218460673216011,Error,422911.06642751,268365.626199398,195418.20520880417,235067.79651159758,422911.06642751,132613.09930298463,132969.013919944,100.26838571666757,303.85,72.78,40.2,78.93,0.7218460673216011,0.7218460673216011,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:02:15,2017-07-22 18:32:15,2.5,3,16159.641613934231,Error,6447.0760735556405,Error,22486.746595298806,45827.889148534035,Error,104593.16742704902,Error,84999.53246422957,Error,0.31994957345874775,Error,167498.54833820608,169647.56581031755,89476.28889297582,96309.13681219167,169647.56581031755,80344.55931762923,55351.81430061846,68.89304611379347,302.82,74.57,41.92,80.69,0.31994957345874775,0.31994957345874775,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:02:15,2017-07-22 18:32:15,2.5,3,8044.94781017083,Error,12848.103385575634,Error,53894.81942758808,7819.963007970544,Error,160022.90837724405,Error,110514.38669728451,Error,0.3358160295384218,Error,182483.27243828753,53177.70862793454,273961.6678891178,132817.73109862913,273961.6678891178,99558.55087598025,84095.69980520362,84.46858563656812,294.9,76.02,32.87,83.0,0.3358160295384218,0.3358160295384218,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 17:26:03,2017-07-22 18:56:03,2.5,3,14354.899681263676,Error,5278.429252657693,Error,7448.892532687573,8883.352983219767,Error,27383.679074155873,Error,80403.49047276474,Error,0.895876151554169,Error,263734.56670890277,124143.83034014882,124561.37248575114,139293.44166816684,263734.56670890277,79548.59551997189,80117.99565903733,100.71578905365148,303.85,72.78,40.2,78.93,0.895876151554169,0.895876151554169,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:26:03,2017-07-22 18:56:03,2.5,3,2050.8999834842416,Error,13794.978578206948,Error,21599.107735149806,11026.994094441727,Error,34212.70740730583,Error,22894.60372375969,Error,0.37547798310623987,Error,83735.17251401213,123817.1129295814,57458.74144502818,57716.01160567984,123817.1129295814,42830.63300166498,36204.37295035413,84.52915685123482,302.82,74.57,41.92,80.69,0.37547798310623987,0.37547798310623987,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:26:03,2017-07-22 18:56:03,2.5,3,2901.347016960542,Error,16209.948889818317,Error,11436.7511316365,18931.892803465507,Error,16235.03413881308,Error,21798.909458618542,Error,0.16559797918532645,Error,161568.08279019996,52927.75700783884,209557.9402760548,97119.4827520712,209557.9402760548,60868.71462654773,68338.47948589346,112.271928042469,294.9,76.02,32.87,83.0,0.16559797918532645,0.16559797918532645,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 17:41:59,2017-07-22 19:11:59,2.5,3,60186.48314337405,Error,25829.681977132965,Error,28687.767856125436,47299.23319311711,Error,45199.64201316745,Error,45510.798877440335,Error,0.8128555997537359,Error,112551.21008598564,159588.5938738732,140805.45280556247,247783.9350976726,247783.9350976726,91344.27989234513,68837.20265251092,75.36016785467005,290.77,77.47,29.24,84.72,0.8128555997537359,0.8128555997537359,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:41:59,2017-07-22 19:11:59,2.5,3,9070.802645230731,Error,11176.956825256617,Error,12297.452401100589,16613.50964112654,Error,42842.03178408409,Error,46614.41933346279,Error,0.4020357610536004,Error,209584.74334007638,218892.7738439523,160715.3458556252,146281.6733001573,218892.7738439523,87408.97089700725,82040.88195900492,93.85865216932085,302.82,74.57,41.92,80.69,0.4020357610536004,0.4020357610536004,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:41:59,2017-07-22 19:11:59,2.5,3,16119.464019436136,Error,9778.067296887193,Error,7586.308436691421,7871.99923305602,Error,42541.4075519809,Error,48689.81876108621,Error,0.09556390369031506,Error,88116.85817641696,21571.062138214038,199175.36870682726,70138.86817134844,199175.36870682726,51158.92224919445,55949.32033811491,109.36375880943403,294.9,76.02,32.87,83.0,0.09556390369031506,0.09556390369031506,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 17:42:40,2017-07-22 19:12:40,2.5,3,60933.420417329005,Error,26615.67587361893,Error,26985.154010649498,46381.69496654748,Error,44634.755666119476,Error,44136.91806246989,Error,0.8055963388146092,Error,111300.80553230661,153273.52818123545,135295.7250554502,238041.32724240917,238041.32724240917,88759.90050081357,65808.14244306624,74.14174877591604,290.77,77.47,29.24,84.72,0.8055963388146092,0.8055963388146092,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:42:40,2017-07-22 19:12:40,2.5,3,9596.6052936934,Error,12624.716024918722,Error,13625.133417084358,18260.593040643173,Error,47721.607320922034,Error,52098.29743609067,Error,0.3635089266865054,Error,219188.6866445262,216255.12128948906,158363.68718717637,146844.59558297024,219188.6866445262,89457.90432375143,81967.88411084368,91.62732430462367,303.85,72.78,40.2,78.93,0.3635089266865054,0.3635089266865054,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:42:40,2017-07-22 19:12:40,2.5,3,17043.353677180316,Error,9480.430903241897,Error,8428.07075595805,10146.865223242869,Error,47193.47294317013,Error,49066.727665876104,Error,0.11178573734498312,Error,80918.58359323567,19763.519544908606,191370.3254792839,66511.44240235836,191370.3254792839,49992.279218845586,53086.36442868753,106.18912611744969,294.9,76.02,32.87,83.0,0.11178573734498312,0.11178573734498312,0.0,0.0,77.2,-85.5,33.68,-76.55
Bx,2017-07-22 17:44:44,2017-07-22 19:14:44,2.5,3,60023.85886858178,Error,27086.17392281183,Error,22297.815701736043,41298.79874113673,Error,41091.52182098519,Error,40220.64530864985,Error,0.779837098426208,Error,112022.36720992709,137337.528722048,121449.85787619057,212351.47481469606,212351.47481469606,81518.00429867631,58862.12315650775,72.20751251569041,290.77,77.47,29.24,84.72,0.779837098426208,0.779837098426208,0.0,0.0,77.2,-85.5,33.68,-76.55
By,2017-07-22 17:44:44,2017-07-22 19:14:44,2.5,3,10329.10996787083,Error,15383.85879524145,Error,16182.530019795233,20870.45858564852,Error,56749.49337418676,Error,62039.35588845074,Error,0.3599031423411523,Error,232682.04965790527,204480.75229019875,146079.87430624812,140285.1671078233,232682.04965790527,90508.26499933691,79476.60181897852,87.81143006062572,303.85,72.78,40.2,78.93,0.3599031423411523,0.3599031423411523,0.0,0.0,77.2,-85.5,33.68,-76.55
Bz,2017-07-22 17:44:44,2017-07-22 19:14:44,2.5,3,17963.878436390794,Error,9501.43536080091,Error,13846.605727089198,11867.963712658911,Error,54236.12230560137,Error,46954.26669807893,Error,0.10316070431240101,Error,66540.62531938306,16944.77069743834,171800.66512612838,59251.07580715732,171800.66512612838,46890.74091907272,46524.55065201029,99.2190563427129,294.9,76.02,32.87,83.0,0.10316070431240101,0.10316070431240101,0.0,0.0,77.2,-85.5,33.68,-76.55
